# ----------------------------------------
# Search page
# Search Terms
# 20150316-20150818
# ----------------------------------------

Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
slow footsteps,427,2.09,23.42%,40.97%,00:04:15,<0.01
Bird,426,1.81,38.03%,37.01%,00:02:36,0.02
frozen,426,1.81,20.89%,49.29%,00:02:17,0.04
motor boat,426,2.33,32.16%,33.84%,00:04:22,0.02
om,426,2.24,41.78%,30.99%,00:03:34,0.02
spray paint,426,2.27,47.65%,26.34%,00:04:10,0.03
sticks,426,2.05,22.07%,40.71%,00:03:19,0.01
twang,426,2.10,22.30%,41.77%,00:02:36,<0.01
wooden,426,3.02,20.66%,29.19%,00:03:15,0.05
body thud,425,1.90,30.35%,39.85%,00:03:25,<0.01
bunny,425,2.06,19.53%,44.69%,00:02:18,0.02
calling,425,1.72,24.24%,48.50%,00:01:49,<0.01
cook,425,2.19,23.06%,40.28%,00:03:19,0.01
dripping water,425,2.35,31.76%,32.90%,00:04:10,0.03
environment,425,2.22,26.82%,37.18%,00:03:34,<0.01
fairytale,425,1.82,32.00%,44.26%,00:03:27,0.02
horror movie,425,2.57,38.35%,27.72%,00:04:22,<0.01
jazz music,425,2.17,30.12%,36.33%,00:03:29,0.02
scary violin,425,1.93,39.06%,36.13%,00:04:04,0.01
sheets,425,1.68,19.06%,52.24%,00:03:01,0.02
jeep,424,1.62,24.06%,56.12%,00:03:03,0.01
pushing,424,1.75,10.61%,56.82%,00:01:42,0.00
story,424,2.07,27.12%,39.45%,00:02:40,0.02
sunrise,424,1.83,25.47%,45.29%,00:02:58,0.05
woman laughing,424,2.06,33.73%,35.54%,00:03:32,0.01
dialing,423,2.08,29.31%,37.68%,00:03:26,<0.01
magnet,423,2.58,32.62%,30.74%,00:03:58,0.01
sign,423,1.48,10.87%,66.08%,00:01:31,<0.01
claping,422,1.51,33.18%,50.08%,00:02:05,0.03
DJ,422,2.59,31.28%,30.41%,00:02:50,0.06
hit metal,422,2.37,22.27%,35.74%,00:03:55,0.00
oboe,422,1.87,28.20%,42.91%,00:02:52,0.02
page flip,422,1.80,38.86%,36.27%,00:04:01,0.03
theme song,422,2.07,31.52%,36.80%,00:03:02,0.10
acceleration,421,2.14,24.70%,37.25%,00:02:56,0.04
Laser,421,2.73,42.99%,23.83%,00:03:22,0.05
steel drum,421,2.26,39.19%,30.53%,00:02:44,0.02
bagpipes,420,2.27,46.67%,28.41%,00:03:50,0.02
out of breath,420,1.10,4.76%,89.01%,00:00:25,<0.01
outside ambience,420,1.96,32.86%,36.97%,00:04:07,<0.01
steam whistle,420,2.75,36.67%,27.49%,00:03:49,0.01
Dubstep,419,2.60,45.35%,23.60%,00:03:34,0.08
focus,419,2.16,25.54%,36.91%,00:03:02,<0.01
goo,419,1.70,19.33%,52.46%,00:02:50,0.02
group laugh,419,2.37,58.47%,19.78%,00:03:27,<0.01
horse galloping,419,1.96,36.04%,37.18%,00:03:42,<0.01
irish,419,2.44,36.52%,31.60%,00:03:04,0.07
metal clank,419,2.32,20.05%,37.76%,00:03:22,<0.01
Radio,419,2.42,36.28%,31.13%,00:03:21,<0.01
vinil,419,1.38,36.75%,53.20%,00:01:58,0.02
car idle,418,2.40,36.12%,29.98%,00:04:28,0.02
Funny,418,1.88,46.17%,30.28%,00:01:34,0.01
hardstyle kick,418,3.71,63.16%,11.61%,00:03:30,0.05
kaching,418,1.11,5.02%,91.18%,00:00:21,<0.01
splash water,418,2.43,25.36%,33.92%,00:03:46,0.02
water spray,418,2.02,18.42%,46.15%,00:02:51,0.00
cartoons,417,3.97,32.37%,21.10%,00:04:50,<0.01
dash,417,1.43,16.55%,63.70%,00:01:52,<0.01
water pouring,417,1.79,23.50%,48.33%,00:02:46,<0.01
weed,417,1.55,23.50%,52.70%,00:01:46,0.02
bop,416,1.44,16.83%,62.98%,00:01:40,0.01
giraffe,416,1.34,26.20%,60.43%,00:01:52,<0.01
movie intro,416,2.81,35.58%,26.64%,00:04:15,0.07
bassline,415,3.32,32.77%,22.82%,00:03:44,0.04
bow and arrow,415,1.15,4.58%,89.71%,00:00:23,<0.01
camera zoom,415,2.27,40.48%,29.54%,00:04:20,0.02
club music,415,2.45,35.42%,30.54%,00:04:10,0.02
jazz piano,415,2.04,29.16%,38.49%,00:02:48,0.01
man laugh,415,2.21,29.88%,35.04%,00:04:11,<0.01
natural,415,2.24,25.06%,35.91%,00:02:32,<0.01
pack,415,2.01,31.57%,36.73%,00:01:30,0.07
party crowd,415,2.16,39.28%,34.04%,00:03:13,0.02
rage,415,1.86,24.82%,45.84%,00:02:40,0.02
sad wah,415,2.06,83.13%,14.49%,00:04:08,<0.01
sea wave,415,2.03,40.00%,32.27%,00:03:59,0.01
bugle,414,1.75,27.78%,49.59%,00:02:46,0.02
footsteps running,414,2.77,27.54%,27.09%,00:04:08,<0.01
startup,414,3.07,35.02%,24.19%,00:03:23,0.02
woman talking,414,2.33,25.60%,35.72%,00:03:36,0.04
crowd laughter,413,2.32,42.86%,28.00%,00:03:50,0.10
eletric,413,1.38,16.95%,67.43%,00:01:31,0.05
kalimba,413,2.74,44.07%,22.19%,00:03:39,0.03
tic,413,1.84,26.15%,46.04%,00:02:39,0.02
wee,413,1.73,20.58%,52.94%,00:02:50,0.01
glass broken,412,2.16,29.37%,35.80%,00:03:26,0.02
person falling,412,2.49,25.49%,35.71%,00:03:52,<0.01
tennis ball,412,1.95,34.47%,37.61%,00:03:00,<0.01
wind whistle,412,1.88,34.71%,37.08%,00:03:42,<0.01
car racing,411,2.28,36.01%,32.06%,00:04:08,<0.01
crowd panic,411,1.35,21.17%,63.47%,00:02:05,0.00
diner,411,1.89,26.52%,43.24%,00:03:20,0.03
falcon,411,1.46,16.06%,64.94%,00:02:00,<0.01
female gasp,411,1.88,36.74%,36.87%,00:03:36,0.01
kazoo,411,1.79,30.90%,42.78%,00:02:39,0.01
king,411,1.67,15.82%,54.80%,00:02:04,0.00
mirror,411,1.85,19.46%,48.88%,00:02:11,0.01
car lock,410,1.69,38.54%,40.96%,00:03:14,0.01
drinking water,410,2.05,27.32%,40.02%,00:03:43,0.00
elevator bell,410,1.50,32.20%,49.27%,00:03:25,0.02
grasshopper,410,1.92,32.93%,38.83%,00:03:31,0.05
Helicopter,410,2.11,59.27%,23.07%,00:03:34,0.02
katana,410,1.53,29.51%,51.04%,00:02:05,0.04
level complete,410,2.45,35.61%,29.22%,00:03:39,0.03
old film,410,2.03,38.54%,33.89%,00:03:07,0.03
racecar,410,1.71,31.71%,43.10%,00:02:21,0.02
rush,410,1.93,18.29%,47.22%,00:02:28,0.03
sex sound,410,2.54,61.71%,19.21%,00:03:26,0.02
chords,409,3.29,34.23%,21.92%,00:04:25,0.03
done,409,2.22,25.43%,36.12%,00:01:47,<0.01
man yelling,409,2.14,23.47%,40.50%,00:03:23,0.02
medical,409,3.12,28.61%,26.65%,00:03:43,0.02
rim shot,409,2.24,34.23%,33.08%,00:01:59,0.01
scuffle,409,1.60,17.60%,59.54%,00:03:04,0.01
sports car,409,1.68,22.49%,51.74%,00:02:20,<0.01
tink,409,1.79,22.25%,48.56%,00:02:50,0.04
water hose,409,2.17,23.96%,42.05%,00:03:34,<0.01
drugs,408,2.18,24.51%,38.06%,00:03:00,<0.01
locked door,408,2.22,41.42%,30.39%,00:04:09,<0.01
magic sound,408,2.68,28.92%,28.77%,00:04:06,0.04
office sounds,408,2.53,34.80%,27.76%,00:04:03,0.02
romantic music,408,1.59,25.49%,54.46%,00:02:58,0.01
woman breathing,408,2.27,36.03%,33.15%,00:04:26,0.03
handcuffs,407,1.43,33.91%,50.60%,00:03:11,0.01
r,407,2.15,25.06%,38.67%,00:02:46,0.02
reward,407,1.46,22.60%,57.07%,00:01:33,<0.01
sail,407,2.00,21.62%,44.21%,00:02:54,<0.01
street sound,407,1.71,27.52%,46.28%,00:03:37,0.02
fast heartbeat,406,1.52,36.70%,45.56%,00:03:12,0.01
garbage,406,2.46,23.40%,35.37%,00:04:24,<0.01
glissando,406,2.76,27.83%,31.11%,00:04:05,0.02
tesla,406,1.94,33.99%,38.55%,00:02:33,0.03
track,406,1.65,18.72%,52.54%,00:01:58,0.12
car drift,405,1.56,27.65%,53.97%,00:03:02,0.03
Hit,405,2.07,22.22%,39.76%,00:02:20,0.00
sunny day,405,1.63,27.90%,47.19%,00:02:54,<0.01
tumble,405,1.88,14.81%,48.16%,00:02:26,<0.01
african drums,404,2.18,44.06%,29.71%,00:04:01,0.03
bolt,404,1.77,13.61%,52.17%,00:01:51,<0.01
falling tree,404,2.16,31.93%,34.63%,00:03:26,<0.01
hit ground,404,2.13,22.52%,37.79%,00:03:31,0.02
paint brush,404,1.59,29.46%,49.53%,00:02:59,<0.01
van,404,2.50,21.04%,35.22%,00:03:09,<0.01
ventilator,404,2.19,30.94%,37.71%,00:02:53,0.00
broke,403,1.63,11.41%,59.85%,00:01:45,<0.01
drop the bass,403,1.22,21.09%,68.97%,00:01:01,0.03
chaching,402,1.41,27.36%,56.64%,00:01:22,0.02
dizzy,402,1.61,22.64%,54.71%,00:02:57,0.00
female vocals,402,3.39,58.21%,13.71%,00:03:47,0.09
flowers,402,1.92,20.65%,45.97%,00:02:08,0.11
island,402,2.01,26.12%,41.26%,00:02:27,0.03
old movie,402,1.97,27.11%,42.41%,00:02:33,0.02
rock fall,402,2.10,23.38%,39.74%,00:03:15,<0.01
Running,402,2.08,35.82%,35.44%,00:03:36,0.01
tuning,402,2.42,29.60%,32.10%,00:03:08,0.01
bird sounds,401,2.24,33.42%,33.30%,00:03:32,0.02
cars passing,401,1.80,36.16%,39.14%,00:03:46,<0.01
gull,401,2.07,34.91%,34.74%,00:03:53,0.02
hotel,401,2.83,25.69%,30.34%,00:04:17,0.06
men,401,2.61,16.21%,34.92%,00:02:48,0.01
oh shit,401,1.42,29.18%,57.64%,00:01:41,0.05
organic,401,2.76,28.93%,27.67%,00:04:13,0.05
pound,401,1.95,23.44%,43.08%,00:02:35,0.02
hail,400,2.08,29.75%,38.73%,00:03:55,0.06
knock knock,400,2.07,34.50%,35.46%,00:03:52,0.02
munching,400,1.96,29.25%,40.49%,00:03:40,0.02
picture,400,1.53,29.25%,49.92%,00:01:42,0.01
quake,400,1.70,25.75%,46.84%,00:02:39,0.01
short wave static,400,1.58,100.00%,0.00%,00:07:40,0.00
tv sound,400,1.85,25.75%,43.72%,00:02:36,<0.01
bravo,399,1.82,31.83%,43.33%,00:02:53,0.02
cymbal swell,399,1.83,43.11%,36.07%,00:02:06,0.05
dog howl,399,2.43,36.59%,29.66%,00:04:01,<0.01
drum bass,399,2.47,35.09%,27.99%,00:02:26,<0.01
speach,399,1.94,27.82%,39.46%,00:02:23,0.06
female grunt,398,1.71,35.68%,45.31%,00:03:54,<0.01
riff,398,2.78,31.16%,27.19%,00:03:06,0.05
sawing,398,2.09,21.61%,42.00%,00:02:59,0.01
sick,398,2.08,16.58%,44.38%,00:02:39,0.01
squeaky wheel,398,1.82,27.89%,43.15%,00:03:15,0.02
bank,397,1.95,18.89%,47.16%,00:03:15,0.04
beat box,397,2.10,43.83%,30.42%,00:03:07,0.03
broadcast,397,2.61,26.70%,32.27%,00:03:07,0.03
drum kit,397,3.62,42.32%,18.04%,00:03:05,0.04
hissing,397,1.97,18.14%,44.77%,00:02:49,0.01
hologram,397,1.28,22.42%,66.54%,00:01:43,<0.01
ice cracking,397,2.24,33.50%,32.51%,00:04:21,0.05
rowing,397,2.22,33.25%,35.56%,00:03:59,0.03
skeleton,397,1.65,22.42%,51.45%,00:02:46,0.08
speed up,397,2.16,26.20%,38.23%,00:02:56,<0.01
car radio,396,1.99,21.97%,44.23%,00:03:24,0.01
men talking,396,2.20,24.75%,39.56%,00:03:25,0.02
ovation,396,1.62,32.83%,47.11%,00:02:17,0.01
Screaming,396,1.84,39.39%,38.24%,00:02:39,0.02
curtains,395,2.29,25.57%,37.54%,00:03:37,<0.01
drum solo,395,2.19,37.22%,33.26%,00:03:09,0.01
footsteps pavement,395,1.88,28.10%,41.78%,00:03:51,0.00
starwars,395,2.03,32.41%,39.40%,00:02:10,0.03
trash can,395,2.32,23.54%,36.68%,00:03:33,0.02
wood floor,395,2.40,25.32%,34.00%,00:04:10,0.00
8 bit music,394,2.47,45.43%,25.46%,00:04:48,0.09
damn,394,2.04,24.11%,43.02%,00:02:36,0.04
old camera,394,1.86,30.46%,41.96%,00:02:23,0.01
police scanner,394,2.54,38.58%,28.10%,00:03:42,0.01
rhythm,394,2.91,25.89%,27.26%,00:03:49,0.14
ship bell,394,2.02,36.04%,35.97%,00:03:40,0.01
truck engine,394,2.24,30.96%,34.62%,00:03:37,0.02
youtube,394,2.22,32.23%,32.84%,00:02:23,0.04
confirm,393,2.32,28.24%,35.20%,00:02:47,0.16
freezing,393,2.08,25.70%,41.37%,00:02:53,0.02
poing,393,1.71,21.63%,49.93%,00:02:47,0.05
put,393,2.14,19.08%,42.45%,00:03:25,0.02
squishy,393,2.17,29.77%,34.51%,00:03:16,0.03
belch,392,2.54,34.44%,29.19%,00:03:19,0.03
car speeding,392,1.98,30.36%,37.53%,00:03:19,0.00
EXPLOSION,392,2.71,45.41%,22.95%,00:04:09,0.03
news music,392,1.86,45.92%,32.01%,00:03:06,0.05
rocket launcher,392,1.69,26.28%,47.50%,00:03:13,<0.01
squeaky door,392,2.17,33.42%,33.53%,00:04:06,0.01
clip,391,1.86,18.93%,46.22%,00:02:12,0.01
Eating,391,1.68,41.18%,42.31%,00:02:39,0.03
electric spark,391,2.25,34.27%,31.25%,00:03:37,0.03
glass bottle,391,2.17,23.79%,38.00%,00:04:21,0.02
radio station,391,2.13,31.71%,35.50%,00:02:47,0.02
robot move,391,1.96,26.09%,41.44%,00:03:43,<0.01
train tracks,391,2.08,35.29%,34.61%,00:03:25,0.01
wait,391,1.96,23.53%,43.86%,00:01:57,0.05
war drums,391,2.29,32.48%,33.93%,00:03:40,0.01
announcer,390,2.59,26.41%,32.38%,00:02:27,0.01
fiddle,390,2.66,32.05%,32.02%,00:03:47,0.03
gangster,390,1.91,24.87%,43.82%,00:02:22,0.04
james bond,390,1.30,31.28%,59.96%,00:01:45,0.02
microphone feedback,390,2.14,47.44%,28.42%,00:03:53,0.02
nails,390,1.78,15.13%,52.30%,00:02:06,<0.01
wooden floor,390,2.23,19.49%,40.11%,00:04:31,0.05
apocalypse,389,2.36,28.28%,33.33%,00:04:06,0.07
Bomb,389,2.14,41.90%,28.93%,00:02:56,0.01
claw,389,1.68,13.62%,56.60%,00:01:46,0.01
fast music,389,2.73,31.88%,28.32%,00:03:47,0.05
galaxy,389,1.99,30.33%,37.37%,00:03:14,0.07
geese,389,2.56,37.28%,28.51%,00:04:18,0.10
iron man,389,1.18,25.19%,68.70%,00:01:10,<0.01
masturbation,389,1.74,45.76%,35.45%,00:02:20,0.07
shopping cart,389,2.51,31.11%,32.62%,00:04:57,0.00
sparrow,389,2.03,40.87%,33.21%,00:03:48,0.02
spokes,389,1.54,67.61%,24.08%,00:01:53,0.01
trampoline,389,1.37,20.31%,64.10%,00:01:52,<0.01
wish,389,1.64,15.68%,53.36%,00:01:19,0.07
bass loop,388,2.80,31.70%,26.73%,00:03:57,0.04
car driving by,388,1.35,20.88%,63.62%,00:02:46,0.01
hurray,388,1.48,24.48%,58.26%,00:01:31,0.00
machinegun,388,1.98,34.79%,36.38%,00:03:22,0.02
mob,388,1.80,21.13%,46.92%,00:02:45,0.05
rain thunder,388,2.12,46.91%,26.89%,00:04:09,<0.01
stove,388,1.90,17.53%,47.50%,00:02:45,<0.01
terminator,388,1.97,31.70%,38.56%,00:02:02,<0.01
words,388,3.35,32.99%,22.63%,00:03:25,0.05
birds tweeting,387,1.94,33.33%,38.18%,00:04:26,0.04
moped,387,2.47,34.63%,32.08%,00:04:16,0.03
paper flip,387,1.90,33.85%,37.33%,00:03:32,0.02
race start,387,2.39,31.01%,36.15%,00:02:49,0.01
swap,387,1.30,15.76%,69.25%,00:01:30,0.07
beating,386,1.59,8.81%,61.83%,00:01:45,0.02
chick,386,2.04,39.64%,33.80%,00:03:11,0.02
cycling,386,2.16,27.98%,38.42%,00:02:56,<0.01
erotic,386,2.40,31.35%,31.03%,00:02:27,0.05
groaning,386,2.04,16.84%,45.25%,00:02:25,0.02
high,386,1.77,17.88%,48.61%,00:01:53,0.02
mic feedback,386,1.98,45.85%,30.07%,00:02:50,0.01
piep,386,1.53,29.02%,56.71%,00:01:33,0.13
rain and thunder,386,1.26,5.96%,80.86%,00:00:23,0.03
slow music,386,2.25,28.50%,35.87%,00:03:42,<0.01
storms,386,1.54,81.87%,12.58%,00:01:17,0.00
t rex,386,1.51,25.91%,55.25%,00:01:40,0.02
brazil,385,2.74,29.87%,28.21%,00:03:41,0.01
gulls,385,2.24,43.64%,27.31%,00:03:58,0.04
incoming,385,2.15,20.78%,41.50%,00:02:01,0.05
m16,385,2.14,27.01%,38.67%,00:03:06,<0.01
mountains,385,2.37,20.52%,36.73%,00:03:33,<0.01
Swoosh,385,2.42,48.57%,24.60%,00:03:42,0.02
war cry,385,1.34,17.40%,67.89%,00:02:03,<0.01
workout,385,1.65,25.45%,53.14%,00:02:38,0.02
amusement park,384,2.36,30.99%,36.16%,00:04:01,0.02
call of duty,384,1.15,21.09%,71.72%,00:00:46,0.03
cartoon hit,384,1.89,21.09%,47.18%,00:02:38,<0.01
crowd clapping,384,1.73,40.10%,38.70%,00:03:13,0.03
crumbling,384,1.66,11.98%,59.81%,00:01:57,<0.01
egg crack,384,2.55,25.52%,31.66%,00:03:47,<0.01
needle scratch,384,1.95,57.03%,23.77%,00:02:31,0.04
poke,384,1.43,20.31%,62.73%,00:01:52,<0.01
rock guitar,384,2.93,38.80%,24.13%,00:05:05,0.02
tribe,384,1.94,29.43%,40.05%,00:03:07,0.05
vent,384,2.17,22.40%,40.17%,00:03:02,0.04
bagpipe,383,2.24,47.78%,27.89%,00:03:19,0.03
boil,383,1.96,26.11%,40.16%,00:03:15,0.02
chinese music,383,2.54,36.29%,30.56%,00:04:22,0.02
high hat,383,2.47,31.59%,31.05%,00:03:10,0.02
mustang,383,2.48,38.90%,29.97%,00:03:53,0.03
neigh,383,1.93,38.12%,35.22%,00:02:54,0.01
rain drop,383,2.08,24.02%,38.74%,00:02:40,0.06
vending machine,383,2.11,37.86%,33.83%,00:03:25,0.02
wagon,383,1.80,16.97%,54.56%,00:02:10,<0.01
are you ready,382,1.25,24.61%,67.22%,00:01:17,<0.01
atomic bomb,382,1.59,28.53%,48.19%,00:02:55,0.02
car acceleration,382,2.15,37.43%,33.90%,00:03:53,0.02
carillon,382,2.36,32.98%,34.66%,00:03:18,0.01
dino,382,2.60,28.27%,31.59%,00:02:53,0.03
hop,382,1.48,8.64%,66.67%,00:01:08,0.01
megaphone,382,2.03,27.49%,41.75%,00:02:45,<0.01
School bell,382,1.53,62.83%,30.14%,00:02:50,<0.01
universe,382,2.24,25.13%,36.18%,00:03:46,0.02
wah,382,2.19,22.51%,37.80%,00:02:17,0.04
Whistle,382,2.39,34.03%,32.06%,00:03:06,0.03
door knob,381,1.79,25.20%,45.23%,00:04:06,0.01
gun cocking,381,2.06,38.06%,32.95%,00:03:33,<0.01
Nature,381,1.96,40.94%,33.69%,00:02:55,0.04
orchestra hit,381,1.99,39.11%,34.08%,00:02:33,0.02
running forest,381,1.88,28.35%,41.14%,00:03:43,0.02
shop bell,381,1.98,33.07%,36.56%,00:03:12,0.04
bird fly,380,2.11,21.32%,39.45%,00:03:07,0.02
boot,380,1.98,20.53%,43.63%,00:02:09,0.00
car running,380,2.18,17.11%,41.81%,00:03:01,0.00
dolphins,380,2.18,34.74%,33.62%,00:03:12,0.02
doppler,380,2.42,29.47%,31.45%,00:03:02,0.03
Gewitter,380,1.68,90.53%,6.74%,00:01:18,0.01
Intro,380,3.20,45.53%,19.09%,00:04:04,0.02
kid cry,380,1.22,75.53%,21.43%,00:00:52,0.00
ooo,380,1.35,18.16%,67.38%,00:01:36,0.00
switch off,380,2.21,23.68%,38.14%,00:02:42,<0.01
telephone ringing,380,2.19,41.84%,29.81%,00:03:38,0.03
ascending,379,2.53,26.12%,33.65%,00:03:36,0.00
court,379,1.98,19.26%,47.07%,00:02:17,0.00
dupstep,379,1.90,34.30%,41.75%,00:02:41,0.07
monks,379,2.17,35.62%,33.45%,00:03:05,<0.01
pencil writing,379,2.12,44.06%,29.07%,00:04:10,0.02
phone pick up,379,1.65,34.56%,41.31%,00:02:53,0.01
silent movie,379,2.10,46.44%,30.94%,00:02:49,0.04
swinging,379,2.32,18.47%,39.43%,00:03:24,<0.01
tibet,379,2.50,32.72%,29.61%,00:03:51,0.02
wind storm,379,1.92,32.72%,38.43%,00:04:08,<0.01
windchime,379,2.55,37.73%,28.19%,00:03:22,<0.01
bridge,378,1.86,16.67%,48.30%,00:02:26,0.02
drive,378,2.04,23.81%,40.93%,00:02:25,<0.01
electric hum,378,2.15,34.66%,32.43%,00:03:52,<0.01
pilot,377,2.71,36.60%,27.91%,00:03:55,0.04
succes,377,1.27,7.96%,78.12%,00:00:59,0.05
sword clash,377,1.76,25.46%,47.29%,00:02:32,0.02
bread,376,2.38,19.95%,37.51%,00:03:06,0.00
gun load,376,1.72,36.17%,40.12%,00:02:40,0.02
mantra,376,2.73,34.84%,26.75%,00:05:11,0.03
phone tone,376,1.90,28.99%,40.50%,00:02:44,<0.01
phone vibration,376,1.67,50.80%,33.33%,00:02:58,<0.01
rusty,376,2.74,31.91%,28.83%,00:04:34,<0.01
silent,376,2.10,31.65%,34.51%,00:02:46,0.01
whirl,376,1.90,12.77%,50.35%,00:02:03,0.02
bell ding,375,1.95,41.87%,33.06%,00:02:29,0.00
boy,375,3.19,22.93%,27.17%,00:03:26,0.03
giant,375,2.35,17.33%,38.84%,00:03:01,0.01
grr,375,1.39,16.80%,65.71%,00:02:47,0.02
metalic,375,2.75,18.67%,31.43%,00:03:37,0.02
rain storm,375,2.21,37.33%,31.24%,00:04:05,<0.01
slap face,375,1.75,40.27%,35.77%,00:03:00,0.02
appearance,374,2.72,23.26%,30.58%,00:03:22,0.03
hope,374,2.17,29.68%,35.96%,00:03:36,0.04
off,374,2.49,27.27%,31.40%,00:02:44,0.15
phaser,374,2.31,22.73%,36.73%,00:02:52,<0.01
saxaphone,374,1.41,20.05%,60.42%,00:01:12,0.02
shove,374,1.67,13.10%,59.58%,00:02:02,0.03
trailer music,374,1.71,38.50%,39.03%,00:02:21,0.05
car door closing,373,1.71,29.22%,45.70%,00:03:19,0.02
cellphone ring,373,1.94,39.68%,35.03%,00:02:39,0.01
congratulation,373,1.29,21.18%,65.56%,00:01:15,0.01
loud bang,373,2.28,28.42%,34.86%,00:02:48,<0.01
robot walk,373,1.80,32.44%,42.92%,00:03:47,0.05
seatbelt,373,2.14,34.32%,35.00%,00:03:48,0.03
whine,373,1.92,14.75%,47.84%,00:02:12,<0.01
wood impact,373,2.76,26.27%,29.22%,00:04:06,0.01
zebra,373,1.80,21.72%,50.52%,00:01:47,0.03
cartoon sound,372,3.60,24.46%,23.49%,00:04:12,0.02
chimpanzee,372,1.50,27.42%,51.79%,00:01:56,0.01
Crickets,372,1.80,50.00%,30.45%,00:03:19,0.01
owls,372,2.43,31.45%,33.00%,00:04:42,<0.01
points,372,2.11,16.13%,43.82%,00:02:08,0.01
police whistle,372,1.40,36.83%,51.35%,00:03:02,0.01
trompet,372,1.42,18.01%,64.34%,00:01:37,0.05
what?,372,2.37,31.18%,33.18%,00:03:42,<0.01
workshop,372,2.77,32.53%,30.04%,00:04:02,0.02
books,371,2.71,25.34%,30.91%,00:04:15,0.02
cartoon bounce,371,1.44,23.18%,57.97%,00:03:02,0.01
exclamation,371,2.61,19.14%,34.13%,00:02:49,0.01
female breath,371,2.27,41.78%,31.12%,00:03:34,<0.01
footsteps gravel,371,1.82,30.46%,41.57%,00:04:09,0.01
Kick,371,2.74,29.11%,28.57%,00:03:05,0.02
lamborghini,371,1.66,29.11%,50.81%,00:01:56,0.04
latch,371,2.01,25.61%,40.54%,00:03:33,0.03
piano chord,371,2.85,39.08%,25.59%,00:03:51,0.02
put down,371,2.68,24.26%,33.53%,00:03:49,0.00
floating,370,1.91,19.46%,45.75%,00:02:47,<0.01
hooves,370,2.10,23.24%,42.29%,00:03:33,0.03
milk,370,2.06,15.41%,46.52%,00:02:09,<0.01
mortar,370,2.45,22.16%,37.86%,00:03:33,0.02
shush,370,1.38,28.11%,57.62%,00:01:31,0.01
apartment,369,2.58,33.60%,29.07%,00:03:36,0.02
atmo,369,2.65,22.76%,31.32%,00:03:08,0.05
crime,369,2.37,26.83%,35.40%,00:03:26,0.05
door open and close,369,1.17,1.90%,89.84%,00:00:19,0.03
granade,369,1.47,11.92%,64.15%,00:01:10,0.06
hearth,369,1.37,19.78%,67.86%,00:01:27,0.02
horor,369,1.42,19.78%,59.81%,00:01:51,0.16
owl hoot,369,2.06,33.60%,34.34%,00:04:32,0.02
pots,369,2.45,27.91%,32.85%,00:03:48,0.04
pots and pans,369,1.17,5.42%,86.28%,00:00:26,<0.01
sexy music,369,1.30,28.18%,60.83%,00:02:08,<0.01
blackbird,368,2.29,42.93%,27.96%,00:03:29,0.00
body drop,368,1.90,26.36%,42.78%,00:03:59,0.00
free,368,2.05,31.25%,35.36%,00:02:17,0.06
grinder,368,2.01,31.79%,38.38%,00:03:03,<0.01
man breathing,368,1.97,27.72%,39.64%,00:04:20,<0.01
metal fall,368,2.35,21.20%,37.96%,00:03:53,0.02
mom,368,2.00,22.01%,44.70%,00:02:11,<0.01
risas,368,1.50,29.35%,54.17%,00:02:09,<0.01
tunder,368,1.32,21.47%,65.15%,00:01:16,0.02
wush,368,1.17,9.78%,84.49%,00:00:51,0.05
car gravel,367,2.28,36.51%,31.30%,00:04:16,0.03
cereal,367,2.31,27.79%,34.79%,00:04:29,0.01
city ambiance,367,2.54,35.69%,28.27%,00:03:45,0.02
computer keyboard,367,2.01,44.14%,29.62%,00:03:54,0.02
angry mob,366,1.50,26.78%,54.93%,00:02:44,<0.01
ball kick,366,1.75,31.97%,42.99%,00:03:02,0.02
barking dog,366,2.42,37.16%,28.41%,00:03:59,<0.01
car window,366,1.59,29.78%,48.02%,00:03:13,<0.01
fade out,366,2.33,29.78%,32.78%,00:02:33,0.03
shoe,366,2.31,18.58%,40.24%,00:03:17,0.01
tv news,366,1.99,27.60%,41.54%,00:02:55,<0.01
voltage,366,2.30,28.14%,34.24%,00:03:14,0.06
airport announcement,365,3.05,43.29%,22.75%,00:03:46,<0.01
alarm bell,365,2.31,30.68%,34.00%,00:02:35,0.02
aquarium,365,1.92,34.52%,38.37%,00:03:21,0.03
BOOM,365,2.38,38.63%,28.95%,00:03:20,0.04
dun dun,365,1.78,35.89%,40.37%,00:03:11,0.01
indie,365,2.42,33.42%,31.14%,00:03:03,0.14
one,365,1.83,28.49%,44.39%,00:01:41,0.05
pink panther,365,1.21,28.49%,65.53%,00:02:04,<0.01
robot arm,365,1.48,24.66%,55.29%,00:02:21,<0.01
water tap,365,1.92,27.67%,40.88%,00:03:42,0.02
wind tree,365,1.80,33.70%,39.27%,00:03:20,<0.01
wire,365,2.24,19.45%,41.79%,00:03:15,0.03
awww,364,1.53,23.35%,55.58%,00:01:51,0.00
coin collect,364,1.67,46.43%,36.78%,00:03:06,<0.01
gross,364,2.12,20.88%,41.97%,00:02:16,0.03
mistake,364,2.05,23.90%,40.94%,00:02:00,0.04
random,364,2.18,27.20%,35.89%,00:01:59,0.04
dart,363,1.72,19.28%,53.45%,00:02:12,0.02
ride cymbal,363,3.04,40.22%,22.14%,00:03:48,0.02
slender,363,2.09,41.05%,33.38%,00:02:57,0.01
